dataset,train_per_class,train_rows,test_rows,seed,schedule,schedule_family,learning_rate,eta0,power_t,n_iter,t_,final_learning_rate,final_learning_rate_note,test_log_loss,test_macro_f1,convergence_warning_count,max_iter,tol,alpha,class_weight
wine,8,24,154,88,invscaling_0003,invscaling,invscaling,0.0003,0.5,7,169.0,2.3076923076923076e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0918326138700878,0.9151155327342747,0,1000,0.001,0.0001,balanced
wine,8,24,154,121,invscaling_0003,invscaling,invscaling,0.0003,0.5,7,169.0,2.3076923076923076e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0919362213550627,0.913836762981128,0,1000,0.001,0.0001,balanced
wine,8,24,154,169,invscaling_0003,invscaling,invscaling,0.0003,0.5,8,193.0,2.1594472522460836e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0909861638214897,0.9116984631690513,0,1000,0.001,0.0001,balanced
wine,8,24,154,203,invscaling_0003,invscaling,invscaling,0.0003,0.5,8,193.0,2.1594472522460836e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0910080146297347,0.885176143491676,0,1000,0.001,0.0001,balanced
wine,8,24,154,247,invscaling_0003,invscaling,invscaling,0.0003,0.5,7,169.0,2.3076923076923076e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0914032864655752,0.9238977097357534,0,1000,0.001,0.0001,balanced
wine,8,24,154,314,invscaling_0003,invscaling,invscaling,0.0003,0.5,8,193.0,2.1594472522460836e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.091696522146436,0.8369688238244058,0,1000,0.001,0.0001,balanced
wine,8,24,154,415,invscaling_0003,invscaling,invscaling,0.0003,0.5,7,169.0,2.3076923076923076e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.091931852046614,0.8843795093795094,0,1000,0.001,0.0001,balanced
wine,8,24,154,509,invscaling_0003,invscaling,invscaling,0.0003,0.5,7,169.0,2.3076923076923076e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0913775338908915,0.9066335615008182,0,1000,0.001,0.0001,balanced
wine,8,24,154,14,invscaling_001,invscaling,invscaling,0.001,0.5,23,553.0,4.252432555625623e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0617747943432807,0.9187518745040869,0,1000,0.001,0.0001,balanced
wine,8,24,154,52,invscaling_001,invscaling,invscaling,0.001,0.5,24,577.0,4.163054471218133e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0616083565962808,0.9157725631135606,0,1000,0.001,0.0001,balanced
wine,8,24,154,88,invscaling_001,invscaling,invscaling,0.001,0.5,18,433.0,4.8056933133221275e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0640018205483701,0.9017857993237772,0,1000,0.001,0.0001,balanced
wine,8,24,154,121,invscaling_001,invscaling,invscaling,0.001,0.5,21,505.0,4.449941594899848e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.062202113517486,0.9078190428856251,0,1000,0.001,0.0001,balanced
wine,8,24,154,169,invscaling_001,invscaling,invscaling,0.001,0.5,28,673.0,3.8547167224584984e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0565739381119577,0.897668201116477,0,1000,0.001,0.0001,balanced
wine,8,24,154,203,invscaling_001,invscaling,invscaling,0.001,0.5,27,649.0,3.925343359894298e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0569876709455222,0.8726058354470564,0,1000,0.001,0.0001,balanced
wine,8,24,154,247,invscaling_001,invscaling,invscaling,0.001,0.5,20,481.0,4.559607525875532e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0610337626670108,0.9038926073408833,0,1000,0.001,0.0001,balanced
wine,8,24,154,314,invscaling_001,invscaling,invscaling,0.001,0.5,24,577.0,4.163054471218133e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.062413931752797,0.8303052503052504,0,1000,0.001,0.0001,balanced
wine,8,24,154,415,invscaling_001,invscaling,invscaling,0.001,0.5,21,505.0,4.449941594899848e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0638948508863995,0.8780585609632007,0,1000,0.001,0.0001,balanced
wine,8,24,154,509,invscaling_001,invscaling,invscaling,0.001,0.5,20,481.0,4.559607525875532e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0614308479831256,0.8871554418868998,0,1000,0.001,0.0001,balanced
wine,8,24,154,14,invscaling_003,invscaling,invscaling,0.003,0.5,74,1777.0,7.116681679805737e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.9272958930776755,0.931825325015477,0,1000,0.001,0.0001,balanced
wine,8,24,154,52,invscaling_003,invscaling,invscaling,0.003,0.5,74,1777.0,7.116681679805737e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.9254339921080754,0.9287174023051369,0,1000,0.001,0.0001,balanced
wine,8,24,154,88,invscaling_003,invscaling,invscaling,0.003,0.5,62,1489.0,7.774525741400162e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.9321024366865832,0.9017857993237772,0,1000,0.001,0.0001,balanced
wine,8,24,154,121,invscaling_003,invscaling,invscaling,0.003,0.5,67,1609.0,7.478994824163423e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.9319965311832012,0.9078190428856251,0,1000,0.001,0.0001,balanced
wine,8,24,154,169,invscaling_003,invscaling,invscaling,0.003,0.5,76,1825.0,7.022468831767834e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.9195029529201579,0.9116984631690513,0,1000,0.001,0.0001,balanced
wine,8,24,154,203,invscaling_003,invscaling,invscaling,0.003,0.5,74,1777.0,7.116681679805737e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.9201646709643184,0.8914304042823499,0,1000,0.001,0.0001,balanced
wine,8,24,154,247,invscaling_003,invscaling,invscaling,0.003,0.5,67,1609.0,7.478994824163423e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.9219065728437555,0.9108350951374207,0,1000,0.001,0.0001,balanced
wine,8,24,154,314,invscaling_003,invscaling,invscaling,0.003,0.5,74,1777.0,7.116681679805737e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.9341810446140262,0.8377196694028376,0,1000,0.001,0.0001,balanced
wine,8,24,154,415,invscaling_003,invscaling,invscaling,0.003,0.5,67,1609.0,7.478994824163423e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.9361623130159739,0.896969696969697,0,1000,0.001,0.0001,balanced
wine,8,24,154,509,invscaling_003,invscaling,invscaling,0.003,0.5,63,1513.0,7.712617450935913e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",0.9295962469637616,0.9066335615008182,0,1000,0.001,0.0001,balanced
wine,8,24,154,14,adaptive_0003,adaptive,adaptive,0.0003,0.5,199,4777.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.6052560228576211,0.9557653477394595,0,1000,0.001,0.0001,balanced
wine,8,24,154,52,adaptive_0003,adaptive,adaptive,0.0003,0.5,199,4777.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.5856373612889046,0.9477350595797579,0,1000,0.001,0.0001,balanced
wine,8,24,154,88,adaptive_0003,adaptive,adaptive,0.0003,0.5,194,4657.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.5943022822590154,0.9460013237791015,0,1000,0.001,0.0001,balanced
wine,8,24,154,121,adaptive_0003,adaptive,adaptive,0.0003,0.5,181,4345.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.6275060419644304,0.9388918622728547,0,1000,0.001,0.0001,balanced
wine,8,24,154,169,adaptive_0003,adaptive,adaptive,0.0003,0.5,195,4681.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.6184798900303117,0.9497766131848796,0,1000,0.001,0.0001,balanced
wine,8,24,154,203,adaptive_0003,adaptive,adaptive,0.0003,0.5,183,4393.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.6119408666483339,0.9308361983272234,0,1000,0.001,0.0001,balanced
wine,8,24,154,247,adaptive_0003,adaptive,adaptive,0.0003,0.5,186,4465.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.5791600836964336,0.9489494977182856,0,1000,0.001,0.0001,balanced
wine,8,24,154,314,adaptive_0003,adaptive,adaptive,0.0003,0.5,183,4393.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.6247332218983573,0.9247968405863144,0,1000,0.001,0.0001,balanced
wine,8,24,154,415,adaptive_0003,adaptive,adaptive,0.0003,0.5,199,4777.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.6003835212831634,0.9489494977182856,0,1000,0.001,0.0001,balanced
wine,8,24,154,509,adaptive_0003,adaptive,adaptive,0.0003,0.5,175,4201.0,0.0003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.6177566956014926,0.9378094472162615,0,1000,0.001,0.0001,balanced
wine,8,24,154,14,adaptive_001,adaptive,adaptive,0.001,0.5,163,3913.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.4309360367123513,0.9636417830083458,0,1000,0.001,0.0001,balanced
wine,8,24,154,52,adaptive_001,adaptive,adaptive,0.001,0.5,166,3985.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.3974087308869375,0.9549953314659195,0,1000,0.001,0.0001,balanced
wine,8,24,154,88,adaptive_001,adaptive,adaptive,0.001,0.5,165,3961.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.41239786723145205,0.9333314059568782,0,1000,0.001,0.0001,balanced
wine,8,24,154,121,adaptive_001,adaptive,adaptive,0.001,0.5,157,3769.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.43940451317896784,0.9566857515743932,0,1000,0.001,0.0001,balanced
wine,8,24,154,169,adaptive_001,adaptive,adaptive,0.001,0.5,167,4009.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.4396002029512418,0.9617613310384394,0,1000,0.001,0.0001,balanced
wine,8,24,154,203,adaptive_001,adaptive,adaptive,0.001,0.5,161,3865.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.42360891051610666,0.9497766131848796,0,1000,0.001,0.0001,balanced
wine,8,24,154,247,adaptive_001,adaptive,adaptive,0.001,0.5,168,4033.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.39034273826887117,0.9489494977182856,0,1000,0.001,0.0001,balanced
wine,8,24,154,314,adaptive_001,adaptive,adaptive,0.001,0.5,167,4009.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.42891524910752704,0.9557919580789792,0,1000,0.001,0.0001,balanced
wine,8,24,154,415,adaptive_001,adaptive,adaptive,0.001,0.5,170,4081.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.4080197010844438,0.9549953314659195,0,1000,0.001,0.0001,balanced
wine,8,24,154,509,adaptive_001,adaptive,adaptive,0.001,0.5,165,3961.0,0.001,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.41507896853619886,0.9378094472162615,0,1000,0.001,0.0001,balanced
wine,8,24,154,14,adaptive_003,adaptive,adaptive,0.003,0.5,119,2857.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.3293195523940882,0.9764924218991649,0,1000,0.001,0.0001,balanced
wine,8,24,154,52,adaptive_003,adaptive,adaptive,0.003,0.5,121,2905.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.2877839369625374,0.9610500610500609,0,1000,0.001,0.0001,balanced
wine,8,24,154,88,adaptive_003,adaptive,adaptive,0.003,0.5,124,2977.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.31107023072223106,0.9462958442628562,0,1000,0.001,0.0001,balanced
wine,8,24,154,121,adaptive_003,adaptive,adaptive,0.003,0.5,128,3073.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.31218647131435306,0.9566857515743932,0,1000,0.001,0.0001,balanced
wine,8,24,154,169,adaptive_003,adaptive,adaptive,0.003,0.5,125,3001.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.3294580992470791,0.9499447807198131,0,1000,0.001,0.0001,balanced
wine,8,24,154,203,adaptive_003,adaptive,adaptive,0.003,0.5,126,3025.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.30474122315361424,0.9497766131848796,0,1000,0.001,0.0001,balanced
wine,8,24,154,247,adaptive_003,adaptive,adaptive,0.003,0.5,129,3097.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.28249125857006246,0.9610500610500609,0,1000,0.001,0.0001,balanced
wine,8,24,154,314,adaptive_003,adaptive,adaptive,0.003,0.5,131,3145.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.3000893668658851,0.9676939290760429,0,1000,0.001,0.0001,balanced
wine,8,24,154,415,adaptive_003,adaptive,adaptive,0.003,0.5,125,3001.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.2965780961839119,0.9617613310384394,0,1000,0.001,0.0001,balanced
wine,8,24,154,509,adaptive_003,adaptive,adaptive,0.003,0.5,135,3241.0,0.003,eta0 nominal terminal value recorded; sklearn adaptive schedule divides by 5 after n_iter_no_change without sufficient improvement,0.2936618842609784,0.9557653477394595,0,1000,0.001,0.0001,balanced
wine,16,48,130,14,constant_0003,constant,constant,0.0003,0.5,153,7345.0,0.0003,constant eta0,0.4993448234758327,0.9837261503928171,0,1000,0.001,0.0001,balanced
wine,16,48,130,52,constant_0003,constant,constant,0.0003,0.5,154,7393.0,0.0003,constant eta0,0.5120506531611093,0.9080048053891113,0,1000,0.001,0.0001,balanced
wine,16,48,130,88,constant_0003,constant,constant,0.0003,0.5,146,7009.0,0.0003,constant eta0,0.5060869024528997,0.9454874148240856,0,1000,0.001,0.0001,balanced
wine,16,48,130,121,constant_0003,constant,constant,0.0003,0.5,154,7393.0,0.0003,constant eta0,0.49870326410088534,0.9546079025787226,0,1000,0.001,0.0001,balanced
wine,16,48,130,169,constant_0003,constant,constant,0.0003,0.5,154,7393.0,0.0003,constant eta0,0.5009678221413163,0.9232804232804233,0,1000,0.001,0.0001,balanced
wine,16,48,130,203,constant_0003,constant,constant,0.0003,0.5,153,7345.0,0.0003,constant eta0,0.5175325639982722,0.947606090368009,0,1000,0.001,0.0001,balanced
wine,16,48,130,247,constant_0003,constant,constant,0.0003,0.5,146,7009.0,0.0003,constant eta0,0.5009384624485904,0.9253196930946291,0,1000,0.001,0.0001,balanced
wine,16,48,130,314,constant_0003,constant,constant,0.0003,0.5,154,7393.0,0.0003,constant eta0,0.4936370132973664,0.9546079025787226,0,1000,0.001,0.0001,balanced
wine,16,48,130,415,constant_0003,constant,constant,0.0003,0.5,162,7777.0,0.0003,constant eta0,0.47517935773346903,0.947606090368009,0,1000,0.001,0.0001,balanced
wine,16,48,130,509,constant_0003,constant,constant,0.0003,0.5,162,7777.0,0.0003,constant eta0,0.49613987217506045,0.9686645928889493,0,1000,0.001,0.0001,balanced
wine,16,48,130,14,constant_001,constant,constant,0.001,0.5,116,5569.0,0.001,constant eta0,0.32079586394106896,0.9918136908962598,0,1000,0.001,0.0001,balanced
wine,16,48,130,52,constant_001,constant,constant,0.001,0.5,108,5185.0,0.001,constant eta0,0.38158198731205983,0.9241970589796678,0,1000,0.001,0.0001,balanced
wine,16,48,130,88,constant_001,constant,constant,0.001,0.5,117,5617.0,0.001,constant eta0,0.33464575723238404,0.9862514029180697,0,1000,0.001,0.0001,balanced
wine,16,48,130,121,constant_001,constant,constant,0.001,0.5,113,5425.0,0.001,constant eta0,0.3477992034367721,0.9616258534168982,0,1000,0.001,0.0001,balanced
wine,16,48,130,169,constant_001,constant,constant,0.001,0.5,112,5377.0,0.001,constant eta0,0.34548336440690147,0.939433551198257,0,1000,0.001,0.0001,balanced
wine,16,48,130,203,constant_001,constant,constant,0.001,0.5,115,5521.0,0.001,constant eta0,0.357701016802554,0.9627900189697942,0,1000,0.001,0.0001,balanced
wine,16,48,130,247,constant_001,constant,constant,0.001,0.5,108,5185.0,0.001,constant eta0,0.35130474009774015,0.9323741682506972,0,1000,0.001,0.0001,balanced
wine,16,48,130,314,constant_001,constant,constant,0.001,0.5,110,5281.0,0.001,constant eta0,0.33975029114174826,0.9546079025787226,0,1000,0.001,0.0001,balanced
wine,16,48,130,415,constant_001,constant,constant,0.001,0.5,117,5617.0,0.001,constant eta0,0.3243712720924053,0.9546079025787226,0,1000,0.001,0.0001,balanced
wine,16,48,130,509,constant_001,constant,constant,0.001,0.5,120,5761.0,0.001,constant eta0,0.3224216342720979,0.9837261503928171,0,1000,0.001,0.0001,balanced
wine,16,48,130,14,constant_003,constant,constant,0.003,0.5,86,4129.0,0.003,constant eta0,0.20323617846432515,0.9918136908962598,0,1000,0.001,0.0001,balanced
wine,16,48,130,52,constant_003,constant,constant,0.003,0.5,74,3553.0,0.003,constant eta0,0.3024710741444509,0.9241970589796678,0,1000,0.001,0.0001,balanced
wine,16,48,130,88,constant_003,constant,constant,0.003,0.5,89,4273.0,0.003,constant eta0,0.22573774090385923,0.9862514029180697,0,1000,0.001,0.0001,balanced
wine,16,48,130,121,constant_003,constant,constant,0.003,0.5,81,3889.0,0.003,constant eta0,0.24617602182298468,0.9616258534168982,0,1000,0.001,0.0001,balanced
wine,16,48,130,169,constant_003,constant,constant,0.003,0.5,80,3841.0,0.003,constant eta0,0.2530612694757318,0.939433551198257,0,1000,0.001,0.0001,balanced
wine,16,48,130,203,constant_003,constant,constant,0.003,0.5,82,3937.0,0.003,constant eta0,0.2528626775742917,0.9627900189697942,0,1000,0.001,0.0001,balanced
wine,16,48,130,247,constant_003,constant,constant,0.003,0.5,80,3841.0,0.003,constant eta0,0.2574878403391842,0.947606090368009,0,1000,0.001,0.0001,balanced
wine,16,48,130,314,constant_003,constant,constant,0.003,0.5,76,3649.0,0.003,constant eta0,0.2398921279338617,0.9627900189697942,0,1000,0.001,0.0001,balanced
wine,16,48,130,415,constant_003,constant,constant,0.003,0.5,81,3889.0,0.003,constant eta0,0.23137514461307404,0.9558534058534058,0,1000,0.001,0.0001,balanced
wine,16,48,130,509,constant_003,constant,constant,0.003,0.5,83,3985.0,0.003,constant eta0,0.22038662938171297,0.9837261503928171,0,1000,0.001,0.0001,balanced
wine,16,48,130,14,invscaling_0003,invscaling,invscaling,0.0003,0.5,9,433.0,1.441707993996638e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.088029694160402,0.9196687955023934,0,1000,0.001,0.0001,balanced
wine,16,48,130,52,invscaling_0003,invscaling,invscaling,0.0003,0.5,9,433.0,1.441707993996638e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.087772448971392,0.8608041140719963,0,1000,0.001,0.0001,balanced
wine,16,48,130,88,invscaling_0003,invscaling,invscaling,0.0003,0.5,9,433.0,1.441707993996638e-05,"eta0 / (clf.t_ ** power_t), using sklearn update counter t_",1.0881436969109126,0.8955735492577598,0,1000,0.001,0.0001,balanced
